result,評価項目,評価表現,評判情報
"",効果,はありませんが,手ぶれ補正も殆ど効果はありませんが、今の流行り?の広角28mmで、とても1万半円で買ったとは思えない程の性能です。
"",効果,があると,グリップによりしっかりホールドできることと、この電子式手ぶれ補正機能により光学式の手ぶれ補正に勝るとも劣らない効果があると感じました。
"",効果,はある,タムロンの90ミリマクロなども候補に挙がったが、このレンズが一絞り明るいことによる効果は絶大なものがある。
"",効果,があると,また、ホールド感も適度に重量感があって、ブレ防止に効果があると思います。
"",効果,もあり,効果もまあまああり、満足しています。
"",効果,になる,フレアは効果になるときもあるので、長所として使えることもあります。
"",効果,は抜群です,VR2の効果は抜群です。
"",効果,はあると,ただ、200mmでこの程度のブレなら効果はあると見ていいかも。
"",効果,は抜群です,手ぶれ補正の効果は抜群です。
"",効果,が高いです,機能性ボディー側での手ぶれ補正は効果が高いです。
"",効果,があり,手ぶれ補正はかなり効果があり、野球のナイターでも満足な結果が得られ素晴らしいです。
"",効果,はあります,「全域で明るいレンズ+SR」の効果は、絶大なものがあります。
"",効果,も高く,手振れ補正の効果も高く、三脚を買う必要性を感じません。
"",効果,も高い,○ASは、やっぱり便利で効果も高い
"",効果,はある,目玉機能の「手ぶれ補正」は期待しただけの効果はある。
"",効果,もあり,F2.8の明るいレンズ&ISの効果もあり手持ちで夜景・室内撮影の際にも重宝。
"",効果,は良いのですが,というように不満もありますが、僕にとってこれ以上に山で使えるものが今のところ無いので5点にしますAFの精度やISの効果は十分良いのですがコントラストの強い色の境目での偽色、パープルフリンジがかなり目立ちます。
"",効果,が感じます,機能性については、やはり手ぶれ補正の効果が弱く感じます。
"",効果,もよく,マイクロ・アジャストメントの効果もよく、トラブル続きのAFながら、私の固体はまったく問題ありませんでした。
"",効果,と思います,IS機能は機械音痴な女房が使用しても、子供を追っかけながら撮った写真もしゃっきり写ってますので上々の効果と思います。
"",効果,があり,IS付きは初ですが信じ難いほどの効果があり、撮影条件によっては単焦点に勝るようです。
"",効果,があると,但し、水族館等で光ってはいけない時に不用意に光るのを防ぐ効果があると言えば、これはこれでいいのかも知れませんが。
"",効果,が得られます,三脚を使用するのが1番ですが、手持ちならカスタムセルフタイマーで1秒/複数枚連写を設定することで多少の効果が得られます。
"",効果,があると,ISも200mmで1/15でぶれずに撮れるので、4段分の効果があると思います。
"",効果,がある,機能性は、メニューの設定項目の少なさが大きなマイナスですが、ゴミ取り機能がわりと効果がある感じなので、3にしました。
"",効果,が高いと,ブレ性能は、他のメーカーにも同じことが言えると思いますが、センサーVR方式よりレンズVR方式が断然効果が高いと思います。
"",画素数,はありませんが,画素数は120万画素しかありませんが、非常にコンパクトで使い勝手がいいです。
"",画素数,もありますが,また一番気に入ったのは、画素数もありますが、連続してフラッシュ撮影ができるところです。
"",画素数,も高く,また、静止画の画素数も高く、以前のようにビデオとデジカメの両方を持ち歩かなくてもいいので、満足しています。
"",画素数,が多い,画素数が多いためトリミングしても画質がきれいだと思います。
"",画素数,が高い,2.5型でももっと画素数が高いタイプならまだ我慢できますが…。
"",画素数,は良いのですが,現在はA4プリントが主なので画素数はこの程度でも良いのですが、風景写真等ではもっと高画素のものが欲しいですね。
"",画素数,もありません,A4までの引き伸ばしであれば画素数も問題ありません。
"",画素数,の高い,D70の時から使っていますが画素数の高いD200で本領を発揮するレンズです
"",画素数,が高いので,手ぶれ補正についても、画素数が高いのでシビアに思えるかもしれませんが、スナップを楽しむと言う目的ならば充分期待に応えてくれると思います。
"",画素数,もあり,バッテリーも単三使用なので単三充電池が使え、画素数も200万画素あり、壊れるまで使えるカメラだと思います。
"",画素数,が高い,画質は画素数が高いせいか、高感度ノイズが自然な感じで乗り、プリント時にも気になりません。
"",画素数,があります,画素数が610万と1020万の違い以上に解像感や画質の艶感に違いがあります。
"",画素数,が気に入りました,スペックも申し分なく、画素数が610万画素以外はとても気に入りました。
"",画素数,が多い,画素数が多いため、プリント時には適度に縮小され、くっきりした画像になります。
"",画素数,もあり,そこそこの画素数もあり、上記以外はおおむね良好です。
"",画素数,はありませんが,・大きさや画素数は問題ありませんが、再生画像がコントラスト高めに表示される傾向があるため、実際よりも露出アンダー気味に見える場合があります。
"",画素数,が多い,このコンパクトさでF2.6の明るいレンズはうれしい、一般的なF2.6のレンズと比べ数値上は僅かの差だが、数値以上の明るさが得られている感じだ、ISO200でもノイズが少なく常用できるのも手伝って、実際に使ってみると室内や夜の撮影でも綺麗に撮れる、1/2.5型と小さいCCDに500万画素と画素数が多いため、正直あまり画質に期待は出来ないが、それでもこのクラスでは最も良い部類に入るだろう、唯一の欠点はバッテリーのもちの悪さ、といっても撮影枚数が少ないとかそういう問題ではなく、使わずに放って置いたときの自然放電の多さ、一週間くらい使わないといざ使おうとしたときに電池が残り僅かになっていることがあるので、その点だけ注意が必要。
"",画素数,の高い,D70の時から使っていますが画素数の高いD200で本領を発揮するレンズです
"",画素数,は満足です,画素数は600万画素で満足です。
"",画素数,はないです,結構長い時間迷ったので知人のD40Xやキヤノンのkissデジと比べても画素数は少なくとも普通に使う分ではまったく遜色ないです。
"",画素数,を上げて,最後に、後継機に関してはもう少し画素数を上げて、画質も改善されることを要望するともに、デジタル対応レンズのラインナップが一刻も早く完備されることを望む。
"",画素数,は落ちますが,その場合(デジタルシェイクリダクション機能)、画素数は500万画素に落ちますが十分です!
"",画素数,も良いし,昨年末に30Dから5Dへと買い換えましたが発売から2年以上経過しても最新の機種に全く見劣りしない画が撮れるカメラはそうそう無いのではないかなって思います画素数もこの程度がちょうど良いしAFの精度も高いし撮れる画もレンズの性能を引き出してくれる気がします使い勝手も悪くなくテンポよく撮影できて非常に満足していますあえて注文するならAFのエリアがもう少し広かったら本当によかったんだけど。。。
"",画素数,の高い,D70の時から使っていますが画素数の高いD200で本領を発揮するレンズです
"",画素数,は劣りますが,画素数はIXYの最新機種より劣りますが、視野角も結構広いし視認性は十分。
"",画素数,はします,画素数は無理しすぎのような気がします。
"",画素数,は思います,画素数は1000万以上のものがポツポツ出てきているものの、不満足点も含めて、全般的に現状の製品としては競合商品より秀でるレベルのものだと思います。
"",画素数,が違う,現在、提出用(CALS)と記録用(6M)を両方づつ撮影しているのですが、画素数が違うモノを連続して撮影出来れば良いなと思っています。
"",画素数,が低い,将来的にもう画素数が低い画素が発売される可能性はすくないので、F31fdを探しエイデンで展示品で2万円で購入することができました。
"",トータルバランス,の取れた,トータルバランスの取れた非常に良いカメラなのではないかと思います。
"",トータルバランス,の良い,操作性も複雑すぎずスッキリした操作感が味わえトータルバランスの良いカメラに仕上がって完成度が高いと思います。
"",トータルバランス,に優れ,子供のサッカー大会や室内でのバレー大会、旅行やスナップなど1万枚近くの写真を撮りましたが、AF、高感度撮影、オートホワイトバランス、ファインダーともに素晴らしく、トータルバランスに優れ、オールマイティーに活躍できるカメラだと思います。
"",トータルバランス,も思います,トータルバランスも非常によい製品だと思います。
"",トータルバランス,がよく,値段も含め、トータルバランスがよく、お勧めの一本です。
"",トータルバランス,が良く,トータルバランスが良く、安心して使えるカメラであることは間違いないのですが、期待していた28mmでの画質に不満を感じ、妻へ譲りました。
"",トータルバランス,も良いので,総合的に見ると、撮影に当たって少し工夫をしてみたいという方向け、のような気がしますがトータルバランスも良いので、簡単便利でてんこ盛りで、たぶん使わない機能性よりも、ちょっと綺麗に撮りたいという方なら誰にでもお勧めできるカメラです。
"",トータルバランス,は思います,トータルバランスは、とても安定しているレンズだと思います。
"",シャッター音,は思いますが,シャッター音は留100や留7dなどに比べれば随分良くなったとは思いますが、C社の40Dと比べるとイマイチかな。
"",シャッター音,も満足しています,キビキビ操作出来ますし、シャッター音も気持ち良く大変満足しています。
"",シャッター音,も気に入っています,シャッター音も気持ちよく大変気に入っています。
"",シャッター音,もいい,シャッター音もいい。
"",シャッター音,も良い,シャッター音も良い、AFのヒット率が良いらしいし。
"",シャッター音,もある,シャッター音も快感がある。
"",シャッター音,がいいですね,何よりもシャッター音がいいですね。
"",シャッター音,がいいです,シャッター音がとてもいいです、キヤノンからの乗り換えですが大変満足していますK10Dを手放してD300を手に入れました。
"",シャッター音,も良好です,シャッター音も良好です。
"",シャッター音,も気に入っています,画像には関係ないですが、質感やシャッター音も気に入っています。
"",シャッター音,は最高ですね,ホールド感やシャッター音は最高ですね、男心をくすぐります。
"",シャッター音,が好きです,シャッター音が特に好きです。
"",シャッター音,といい,シャッター音といい、画質のすばらしさといい・・・毎日が感動の連続です。
"",シャッター音,も良いですし,まだあまり使用していませんが、ちょっと撮った感じではシャッター音も良いですし、シャッターボタンの押し加減も良いですし、もちろん画質も最高です
"",シャッター音,がよく,シャッター音がよく、持った時のフィーリングにも惹かれました。
"",シャッター音,は感じです,シャッター音はパシャッっという感じで他社よりもカメラらしい感じです。
"",シャッター音,がいいですね,KissDNと比べてホールド感やシャッター音がいいですね。
"",シャッター音,が良くない,シャッター音が良くない気がします。
"",シャッター音,は好きです,シャッター音は、30Dの方が個人的に好きです。
"",シャッター音,が違う,×あと、シャッター音がEOS-1Ds系と違う事(^^;;
"",シャッター音,も良く,シャッター音もEOS5Dよりは良く、写真を撮ってる!
"",シャッター音,はいい,話題になってるシャッター音はいい写真が残せるのであれば全然気になりません。
"",シャッター音,はありませんが,確かにシャッター音は爽快感はありませんが、音に聞き惚れるような場面は殆どありませんから問題なしです。
"",人,は良いですが,それを効果的に使える人は良いですが、16mm時にレンズ全長が一番短い状態になるのでついすぐ使ってしまうのです(DT18-70は一番短い状態が30mm位だったと思います)。
"",人,が多い,シャッター音は評判の悪いSDで不満を感じていなかったのですが、音が小さくなったので人が多い場所では気を使わなくて助かります。
"",人,はします,「SONY」という名前にアレルギーを持っている人は、損をするなって気がします。
"",人,はいいと,ただし、買って気づいたのですが、細かな設定が皆無なので画質を優先したい人は止めておいたほうがいいと思います。
"",人,は思います,画質とか、なんとか、細かいことを気にする人は、一眼に手を出してもらうとして、ごく一般的な視野で、このカメラを評価すれば、その値段ともあいまって、とてもいいカメラだと思います。
"",人,はあると,デジカメを買うと大体オリジナルの編集ソフトがついてくるのですがそれもないので、編集していろいろやりたい人はソフトがあると便利です。
"",人,はいいと,気になる人は確認した方がいいと思います。
"",人,は思います,しかしながら、ちょっとでも写真をかじったことあったり、なんか技をかけたいなーなんて思っている人はE-410はいいと思います。
"",人,はありません,ニコンのデジ1眼を持っている人は、是非手に入れておきたい1本であることは現在でも間違いありません。
"",人,はある,確かに11倍ズームなので、色収差がかなりあったり(純正のNCやNXだと楽に除去できますが、最近使用頻度の高いSILKYPIXでは半手動なので手間がかかるし、バッチ処理しづらい。JPEGで撮る人は要注意レンズ)、歪みも結構ある。
"",人,は良い,気になる人はカラーを設定しなおした方が良い。
"",人,はいいと,解像度重視の人はニコンの60mmか、シグマの50mmマクロレンズを買った方がいいと思う。
"",人,は感じです,安いし、未だ買っていない人は是非といった感じです。
"",人,はいい,渋い写真が好きな人は0．3か0．7くらいアンダー補正した方がいい。
"",人,はいいと,休日だけでなく常にカメラを持ち歩きシャッターチャンスを狙いたい人はぜひとも入手した方がいいと思いますヨ。
"",人,はいいです,ただ、ゴースト等の発生を嫌う人はしっかりハレきりをされた方がいいです。
"",人,もなく,ここは、和美峠越えで軽井沢への分起点でもあるのだが、宿場は細い旧道に位置しているためほとんど立ち寄る人もなくひっそりと昔の面影をとどめている。
"",人,はよいと,本格的に始めたい人は別機種の方がよいと思いますあまり運ばず自宅付近で使う人、または運ぶ方法がある人向きではないでしょうか
"",人,は思います,このレンズを検討している人は、恐らく300mm迄は経験済みの方だと思います、思い切って購入すれば裏切られないと思います。
"",人,はいいと,このあたり、これから買われる人は、実際に手にとって確かめられた方がいいと思います。
"",人,はいいと,このカメラの画質に不満の人は高感度面でFUJIか又は一眼レフデジカメを買えばいいと思います。
"",人,は思います,ハードディスク、外部メモリー、DVD___が嫌いに人は、ベストバイだと思います。
"",人,は良いと,一方でカメラを趣味にして入魂の一枚を撮りたいと少しでも考えている人は絶対に止めた方が良いと思います。
"",人,は思います,ポートレイトを撮る人は買って損のないレンズと思います。
"",人,は良い,人肌を意識したAWBカラー設定かもしれないが、気になる人は、マニュアルでホワイトバランス補正をしておいた方が良い。
"",人,もなく,ここは、和美峠越えで軽井沢への分起点でもあるのだが、宿場は細い旧道に位置しているためほとんど立ち寄る人もなくひっそりと昔の面影をとどめている。
"",人,は思います,興味のない人はただのカメラです、70−200LF4(ISなしモデルでも例え中古で6万だとしても)比較しても価格面では言う事ないと思います。
"",人,が多い,バリアングル液晶は、人が多い中とかで撮り辛い時も、カメラを上に上げて撮れたりと、とても重宝しています。
"",人,はあります,欲しい人は急いでカメラ屋に行く価値がおおいにあります。
"",人,はありますが,どうしても手ぶれ補正がないとイヤな人はF50fdにする必要がありますが、高感度重視はこちらがイイという感じです。
"",人,は思います,なんかF31fd批判みたいになってしまいましたが、写真の画質はF31fdの方がキレイだとゆうのは確かだと思うので、写真は現像とPCでの観賞が主の人はF31fd自分のようにデジカメ自体での写真・動画観賞やSDカードならではの活用法がある人はF40fdだと思います。
"",人,もあります,いろいろ見てると例えば8万くらいで30万くらいの性能を求めてるみたいに感じる人もあります。
"",グリップ感,がいいです,カメラ本体の作りは、手持ちしたときのグリップ感がとてもいいです。
"",グリップ感,が良い,全体的には重さも感じが良くグリップ感が非常に良い。
"",グリップ感,がイマイチ,・デザイン的には見た目は良ですが、ボデイの質感とかグリップ感がイマイチ。
"",グリップ感,がいい,ファイダーがないので高さがなく、厚さが多少あるのでグリップ感がいい。
"",グリップ感,も良い,ふんだんに使われたラバー素材のおかげでグリップ感もとても良い。
"",グリップ感,も良い,小型軽量だが軽すぎることは無く、グリップ感も良い。
"",グリップ感,はありません,縦、横のグリップ感は今までと違和感がありません。
"",グリップ感,はいいですね,グリップ感は横位置はいいですね。
"",グリップ感,も良いです,持った感じ、グリップ感もなかなか良いです。
"",グリップ感,は良いです,グリップ感は良いです。
"",グリップ感,は思います,グリップ感はD3の方が良いように思います。
"",グリップ感,が悪い,悪い点液晶画面の中に埃が入る(防塵対策)バッテリグリップのグリップ感が悪い
"",・画質,がいい,・画質がいい。
"",・画質,がよい,・画質がよい
"",・画質,が悪い,・画質が悪い
"",・画質,も良い,・画質も良い。
"",・画質,が良い,・画質が良い(A4以上プリントする必要がないので必要十分です)
"",・画質,は気に入っています,・画質は本当に気に入っています。
"",・画質,に満足しています,・画質に満足しています。
"",・画質,はいいと,・画質はフィルムスキャナーで取り込んだ同画素数の画像より出来がいいと思います。
"",・画質,は感じます,・画質は18-70ズームと比べてやはり上質に感じます。
"",・画質,が良い,・画質が良い点
"",・画質,がいい,・画質がいいせいか、印刷が思うようにいかない点
"",・画質,はいいですね,・画質はいいですね、安心して使えます。
"",電池持ち,もよく,電池持ちもよく、液晶もキレイ、操作も簡単とファミリーユースには最適な機種かと。
"",電池持ち,が良くなりました,凄く電池持ちが良くなりました。
"",電池持ち,も良いです,電池持ちも素晴らしく良いです。
"",電池持ち,が良いので,今となっては、全体的にソコソコ感は拭えませんが、電池持ちが凄く良いので、気に入って大切に使っています。
"",電池持ち,も良い,パナソニックFX01などはまったく光らないが問題無いし電池持ちも良い。
"",電池持ち,はありません,他の方と同様で電池持ちは良くありません。
"",電池持ち,が良いです,電池持ちが、良いです。
"",電池持ち,は良い,キャノンと比べ、F40fdの電池持ちはとっても良い。
"",電池持ち,がよく,初めは、xDカードがネックになっておりましたが、映りも良く、電池持ちがよく、昔もっていたcoolpix5900よりも液晶が大きく使いやすかったです。
"",サイズ,は思います,ソニーに限らず本体のデザインが良くてもバッテリーを装着すると出っ張るモデルがほとんどのところハイビジョンでありながらこのサイズは驚異と思います。
"",サイズ,もいい,サイズも丁度いい。
"",サイズ,を考えると,ただ望遠はx15とかx18とか倍率高いほど良いかと思いましたがサイズを考えるとx10のH3の方が良かったかとも思ってます。
"",サイズ,から考えると,おまけ程度と思って期待していなかった静止画もサイズから考えると悪くない。
"",サイズ,は最高です,なんといっても10倍望遠でこのサイズは最高です。
"",サイズ,で決めました,このサイズで光学10倍は魅力的、他のデジカメと比較しましたがズームとサイズで決めましたデジカメは2台持っているのですが、使い分けるために3台目を購入です。
"",サイズ,を考えれば,が、サイズを考えれば充分です。
"",サイズ,を考えたら,○画質は暗い所の撮影は酷評されているようですが、言われているほどノイズが酷いというわけではなく、このサイズを考えたら満足のいくものと思います。
"",サイズ,がいい,サイズがいい。
"",サイズ,で満足しています,時期モデル、このサイズで、ビデオ内臓なんていうの欲しいね(高画質ですよ)ワンタッチで切り替えできる、便利だけどね、ちょっと無理かな、カメラにはとても満足しています。
"",サイズ,を考えれば,サイズを考えれば(相対的には)大変優れているといえなくはないが、絶対的な評価として持ちやすいといえるほどではない。
"",サイズ,には満足しています,○このパフォーマンスでこのサイズにはとても満足しています。
"",サイズ,で満足しています,35mm換算で24㎜ワイドズームしかもこのサイズで歪曲やノイズに螳檎挑を求めたり、一眼レフと比較すること自体がナンセンス、それにASA100以上で使用するカメラでないと思っていますので、このサイズでこの画質は満足しています。
"",サイズ,を考えると,よく言われる欠点は、コンデジというサイズを考えると自然だろう。
"",サイズ,が良い,CCDはこのサイズが良い。
"",サイズ,は最高です,胸ポケットに入れていつも持ち運びできるサイズは最高です。
"",サイズ,は良いです,ポケットにも入るこのサイズはちょうど良いです
"",サイズ,は良いですが,液晶は、サイズは良いですが、明るさ、色、解像度、視野角すべてダメです。
"",サイズ,はものです,収納時の400mmとは思えないサイズはこのシリーズ唯一のものです。
"",サイズ,は良い,手のサイズは男性の標準だと思いますが、サイズはもう少し大きいほうが良い。
"",サイズ,が良くなりました,まずサイズが良くなりました。
"",サイズ,はあると,デザイン・構造上の最大限のサイズはあると思います。
"",サイズ,になります,バッテリーグリップをつけるとEOS-1系並のサイズになります。
"",サイズ,は良いです,ポケットにも入るこのサイズはちょうど良いです
"",サイズ,といい,サイズといい、画質いい、使い勝手もよく非常によい製品と思います。
"",サイズ,は感じます,液晶やっぱり(普段2.5や3インチを使ってると)このサイズは小さく感じます
"",サイズ,になります,純正ケースを使うとどうしても厚みが出てしまいバッグに入れ難いサイズになります。
"",サイズ,はあります,スリムですがサイズは横長でそこそこあります。
"",キレ,がある,クッキリとキレがある感じの画像が撮れる。
"",キレ,の良い,キレの良い絵が出てきます。
"",キレ,がある,暗い分、開放からキレがある。
"",キレ,はあり,AF速度のキレは下位機種よりもワンランク以上のものがあり、使っていてストレスがありません。
"",キレ,が違います,キレが全く違います。
"",キレ,の良い,濃厚でコクがある、というよりは爽やかでキレの良い描写です。
"",キレ,がよく,シャッターの感触はキレがよく、ミラーショックも少なく優秀です。
"",キレ,のある,F6なのであたりまえなのでしょうがこれほどキレのあるファインダーは初めてです。
"",キレ,が悪く,秒3コマですが、シャッターのキレが悪く、スペックより遅く感じます。
"",キレ,が良い,・感覚的に像消失時間やレリーズラグが短くなり、なかなかキレが良い
"",キレ,のある,こちらの28-200mmレンズはキレのある素晴らしいレンズです。
"",キレ,のある,画質はさすがスチルで培った技術をふんだんに活かしてるがごとく、至極キレのある映像を展開しています。
"",キレ,のある,結構キレのある画像を表現します。
"",キレ,が違います,やはりピントがビシッと合っている場合とそうでない場合では、キレが全然違います。
"",キレ,があり,操作性は完成度が高くとても使いやすく動作もキレがありテンポよく撮影できます。
"",キレ,のある,連写速度と、キレのあるシャッター音と相まって、テンポ良く撮影できるカメラだと思います。
"",雰囲気,のある,夜間や暗がりも予想以上に雰囲気のある画像にとれて思わぬ誤算
"",雰囲気,のある,F2．8なので日中ならISO80で明るい高画質映像が手軽に撮れるし、夕方以降もできるだけ発光禁止にして高感度で撮るようになって、今までのような白っちゃけた写真ではない、雰囲気のある写真が撮れるようになりました。
"",雰囲気,の良い,LC1も所有していますが、L1のライカレンズもLC1と同様にとても雰囲気の良い絵を作ってくれます。
"",雰囲気,のある,子供がいないので、妻に依頼されて、各種「ぬいぐるみ」を撮ることもありますが、目—ぬいぐるみの、です—のみにピントが合い、かつ雰囲気のある写真は、気に入られているみたいです。
"",雰囲気,は良いです,K100Dで撮っていますが、解像度というか、透明感というかはまったときの雰囲気はとても良いです。
"",雰囲気,の良い,iTTL自動調光の精度の高さゆえか、内臓ストロボの比ではない雰囲気の良い撮影が出来驚いています。
"",雰囲気,のある,内蔵ストロボで出来ないバウンズで撮れるのでいかにもフラッシュ焚きましたという感じにならずより雰囲気のある写真が撮れます。
"",雰囲気,のある,室内のストロボ撮影はホワイトバランスをストロボモードにすると非常に雰囲気のある写真となる。
"",雰囲気,があり,しかし、Nikonがカメラのエッセンスを直球勝負で詰め込んだ小さい本格派の雰囲気があり、男のおもちゃ的な不思議な輝きのあるカメラです。
"",雰囲気,はなく,気楽に使える雰囲気はなく、「いざ決戦!」といった気合が必要です。
"",雰囲気,のある,パーティも雰囲気のある室内の写真が撮れますね。
"",雰囲気,があります,中古でもう1台買った後期生産品(31*****)はD200あたりのモーター作動感触に似てモーターの馬力が大きそうな雰囲気があります。
"",雰囲気,のある,家に帰ってパソコンで鑑賞すると、なかなか雰囲気のある写真が撮れてるんですよ〜。
"",雰囲気,があると,買って暫くはプログラムなどで撮っていても、徐々にマニュアルでの撮影をやりたくなる雰囲気があると思います。
"",雰囲気,もあります,コンパクトデジカメ撤退の噂はありますが、新型防水カメラの発表があったりと「もしかしたらまだやる気なのか!?」という雰囲気もあります。
"",雰囲気,のある,子供がいないので、妻に依頼されて、各種「ぬいぐるみ」を撮ることもありますが、目—ぬいぐるみの、です—のみにピントが合い、かつ雰囲気のある写真は、気に入られているみたいです。
"",雰囲気,は良いです,K100Dで撮っていますが、解像度というか、透明感というかはまったときの雰囲気はとても良いです。
"",雰囲気,が違う,夜とかに室内でノーフラッシュ撮影(オートホワイトバランス)すると、K100DSでは黄色い暖色系の雰囲気に写ってたのに、K10Dでは全然雰囲気が違う、何かちょっと色が薄い感じ(すごく薄いレモン色)で写ります。
"",雰囲気,のある,子供がいないので、妻に依頼されて、各種「ぬいぐるみ」を撮ることもありますが、目—ぬいぐるみの、です—のみにピントが合い、かつ雰囲気のある写真は、気に入られているみたいです。
"",雰囲気,は良いです,K100Dで撮っていますが、解像度というか、透明感というかはまったときの雰囲気はとても良いです。
"",雰囲気,になり,薄いカーテンが一枚かかったような雰囲気になり、色が薄く汚くなり、ノイズが増え汚いく暗く写る。
"",雰囲気,がいい,・ちょっとレトロでクラッシックな雰囲気がいい。
"",雰囲気,はします,雰囲気は昔使っていたPC7に似ているような気がします。
"",雰囲気,がある,F3HPやOM-4、newF-1AEなどのような色褪せない「名機」の雰囲気がこのカメラにはある気がしています。
"",雰囲気,のある,ただ、室内での子供撮りに使用する分には、開放付近にて雰囲気のある柔らかい描写をしますので、なかなか味のあるレンズだと思います。
"",雰囲気,のある,旅行中ではセンサークリーニングが出来ないのでデジタル一眼は諦めて、G7に買換えましたが、G7では雰囲気のある写真が取れず物足りなさを感じていました。
"",雰囲気,は良いと,全体的な雰囲気はとても良いと思います。
"",雰囲気,のある,雰囲気のあるポートレート撮影をじっくりと楽しみたい方には絶対オススメします。
"",雰囲気,のある,鍾乳洞のような暗い中でフラッシュ抜きでもかなり雰囲気のある画像がとれるのには驚きました。
"",気分,が良いです,シャッターは音、レスポンスが非常に小気味良く撮影していてとても気分が良いです。
"",気分,が悪くなる,①発色が派手すぎて気分が悪くなる。
"",気分,になります,スッキリ過ぎて少し落としそうな気分になります。
"",気分,になります,ただコントラストや色味をいじって違いを出すのではなく、それぞれ根本的な所で絵作りを変えてるような感じなので、撮影状況やレンズに合わせてモードを変更していると、あたかも3種類のカメラを使い分けてるような気分になります。
"",気分,が良いです,また広角域の風景撮影でf8〜11に絞ると画面の隅々までビシッと決まり気分が良いです。
"",気分,の良い,AFの合焦も素晴らしく、迷いなくピントがきて、とても気分の良いものでした。
"",気分,も良いです,それからファインダーも明るくて、MFでのピント合わせもやりやすく気分も良いです。
"",気分,になり,"手にしているだけで幸せな気分になり、久々に「買って良かった」と思える""いっぴん""です。"
"",気分,が悪い,2:液晶も思ったほど綺麗ではなく、ノイズリダクションがかからない状態でプレビューされるので、見ていて気分が悪い。
"",気分,がいい,撮った絵を見ると、まるで写真が上達したようで気分がいい。
"",気分,になる,手にするだけでワクワクし、写真を撮りたい気分になるカメラです。
"",気分,になる,2．ミツバチになった気分になるマクロの色の綺麗さがいいので写真いっぱい撮りたいですね
"",程度,の良い,私が購入した価格は、程度の良い中古で5万円でしたので、ツァイスのスターコーティングの24-120ミリのレンズだけで見ても5万円以上のパフォーマンスがあると思います。
"",程度,の良い,レンズ一体型のデジカメでこれくらい大きな撮影素子を搭載したものは今後なかなか出ないと思いますので、思い切って程度の良い中古を買いました。
"",程度,の良い,中古の程度の良いものを探して購入しましたがD200につけた感じちょっと見た目が?ですけれども、描写は満足する物があります。
"",程度,の良い,sofmapで程度の良い中古を先日購入しました。
"",程度,の良い,レンズの保護板が別に当っている訳でも無いのに微かな擦り傷のような線が出るので、新品を探している方は未使用で残しておくので無いなら、程度の良いTC-1を足で探すのが一番かと思います。
"",程度,の良い,キットレンズで別売りはしていないようですので、程度の良いものが格安で手に入れば価格以上の満足感は得られますよ。
"",程度,と思います,機能性についてはAFのスピードがUSMに比べ、若干遅い程度と思います。
"",程度,の良い,程度の良いものが中古で出ていれば5D・30Dユーザーは買いですよ♪
"",程度,の良い,(使っていくうちに慣れましたが)現在は新品での購入はちょっと考えられませんけれど、中古で程度の良いものがかなり安く手に入るのでしたら、デジ一眼入門orサブにはオススメでしょう。
"",音質,もよいです,思ったより画質、音質もよいです。
"",音質,も満足しています,子供の卒園式を撮りましたが、画質も音質もとても満足しています。
"",音質,が良く,音楽再生時の音質が思いのほか良く、初めてイヤホンをして新幹線の中で再生した時は「イヤホン差し忘れた?」と辺りを見渡したほど
"",音質,はいいです,画質、音質はいいです。
"",音質,はありません,音質は、これはちゃんと評価できる環境にありません。
"",音質,も良好,当然モノラルですが、操作性も良く、音質も良好。
"",音質,が悪く,デッキ部も、音質がとても悪く、メーターで適正でも割れていたりする始末。
"",音質,はありません,と納得できますが、音質はどこもいいところがありません。
"",音質,が良い,2．動画の画質もさることながら音質が結構良い
"",音質,がよく,付属機能のサウンドレコーダも音質がよく、雑音が入りにくいです。
"",音質,もいいです,液晶画面も小さい割に観やすいし、音質も結構いいです。
"",見栄え,の良い,ちょうど良い大きさとしっくりとくる重さに重厚感ある見栄えの良い最高のレンズです。
"",見栄え,は良いと,どちらかというとカタログの写真同様、単焦系の短め、太めのレンズの方が見栄えは良いと思います。
"",見栄え,が良い,太陽などを撮ると20Dでは環になるが、Xは環になるものの20Dよりは少しですが見栄えが良い。
"",見栄え,はいいです,20D-40Dより、高価販売なためチープではなくバッテリグリップをつけた時の見栄えはいいです。
"",見栄え,が良く,未だ現役で使ってますw今となっては画素数とても寂しいですが、発色が鮮やかなので見栄えが良く、webにアップしたりポストカードサイズプリントなら十分綺麗です。
"",見栄え,の良い,トーンカーブやホワイトバランスを調整することによって、見栄えの良い写真に作り上げることが出来ます。
"",画角,がなる,このカメラのユーザーと購入を検討している者にとって、一番の懸案事項はAPSサイズのCCD使用により、画角が約1．53になることでしょう。
"",画角,がします,個人的な感想としては、一般的に評価の高い35mmF2Dと比べると、35mmF2Dが記録的な撮影に向いていて、何を撮るにもソツが無いのに対して50mmF1.8Dは画角が狭い分、1つのものに注視した写真が撮れ撮る物と角度を選べばかなり面白い写真が取れるような気がします。
"",画角,がいいです,・子供のスナップと風景が主な被写体なので、換算36mmの画角が丁度いいです。
"",画角,になり,総合的に言えば、軽量コンパクトで特に不満点が無く、あらゆる状況で安定した画像を吐き出してくれるレンズで、さらにはD70sに付けた場合、36mm相当の使いやすい画角になり、明るいレンズなので現在、使用頻度が最も高いレンズです。
